id,team_id,dataset_id,task_id,batch_id,project_id,data_id,class_id,source,model_run_id,model_class_name,visible_type,model_confidence,class_attributes,created_at,created_by,updated_at,updated_by
195900120,90104,120186,,,,540107,201385,MODEL,180089,Car,VISIBLE,"0.80770355","{""attrs"": {}, ""center3D"": {""x"": -2.836516269410351, ""y"": 2.733307494454738, ""z"": 0.7424912452697754}, ""checked"": false, ""classType"": ""Car"", ""confidence"": 0.8077035546302795, ""frontId"": ""195900120"", ""id"": ""060886BE-6638-45A9-8FBD-F9D0F689ED82"", ""invisibleFlag"": false, ""isProjection"": false, ""isStandard"": false, ""modelClass"": ""Car"", ""modelRun"": ""180089"", ""modelRunLabel"": ""20221108034849"", ""objType"": ""3d"", ""pointN"": 2396, ""points"": [], ""resultStatus"": ""True_value"", ""resultType"": """", ""rotation3D"": {""x"": 0, ""y"": 0, ""z"": 0.8589227199554443}, ""size3D"": {""x"": 3.9855421786154324, ""y"": 1.8476606577151813, ""z"": 1.6685552597045898}, ""trackId"": ""wtgvqI2NTuLWV9XT"", ""trackName"": ""1"", ""uuid"": ""195900120"", ""viewIndex"": 0}",2022-11-08 03:48:50,90102,,
195900121,90104,120186,,,,540107,201387,MODEL,180089,Car,VISIBLE,"0.7867763","{""attrs"": {}, ""center3D"": {""x"": -9.853956950813423, ""y"": 5.446081217737871, ""z"": 0.7127121090888977}, ""checked"": false, ""classType"": ""Truck"", ""confidence"": 0.7867763042449951, ""frontId"": ""195900121"", ""id"": ""25CEED40-594C-43EF-83AF-082EFD75F83F"", ""invisibleFlag"": false, ""isProjection"": false, ""isStandard"": false, ""modelClass"": ""Car"", ""modelRun"": ""180089"", ""modelRunLabel"": ""20221108034849"", ""objType"": ""3d"", ""pointN"": 887, ""points"": [], ""resultStatus"": ""True_value"", ""resultType"": """", ""rotation3D"": {""x"": 0, ""y"": 0, ""z"": 1.2930359840393066}, ""size3D"": {""x"": 4.208557953546801, ""y"": 1.7326868852493078, ""z"": 1.3487497568130493}, ""trackId"": ""nai6E3xNJO9PW7Fe"", ""trackName"": ""2"", ""uuid"": ""195900121"", ""viewIndex"": 0}",2022-11-08 03:48:50,90102,,
195900122,90104,120186,,,,540107,,MODEL,180089,Truck,VISIBLE,"0.78345764","{""attrs"": {}, ""center3D"": {""x"": 25.833800048054048, ""y"": 1.477898985420046, ""z"": 0.6187894344329834}, ""checked"": false, ""classType"": """", ""confidence"": 0.7834576368331909, ""frontId"": ""195900122"", ""id"": ""43523E30-1FC8-401F-AD5A-3C199CE8C848"", ""invisibleFlag"": false, ""isProjection"": false, ""isStandard"": false, ""modelClass"": ""Truck"", ""modelRun"": ""180089"", ""modelRunLabel"": ""20221108034849"", ""objType"": ""3d"", ""pointN"": 0, ""points"": [], ""resultStatus"": """", ""resultType"": """", ""rotation3D"": {""x"": 0, ""y"": 0, ""z"": 2.244244337081909}, ""size3D"": {""x"": 5.995019424748534, ""y"": 2.156400685010837, ""z"": 1.7891650199890137}, ""trackId"": ""GsnLI5tWXboWE011"", ""trackName"": ""3"", ""uuid"": ""195900122"", ""viewIndex"": 0}",2022-11-08 03:48:50,90102,,
195900123,90104,120186,,,,540107,,MODEL,180089,Car,VISIBLE,"0.7767337","{""attrs"": {}, ""center3D"": {""x"": -18.25650204696979, ""y"": 4.724287348714676, ""z"": 0.7615700364112854}, ""checked"": false, ""classType"": """", ""confidence"": 0.7767336964607239, ""frontId"": ""195900123"", ""id"": ""302F14C9-7D52-48BF-A5B3-35C548C3BDDE"", ""invisibleFlag"": false, ""isProjection"": false, ""isStandard"": false, ""modelClass"": ""Car"", ""modelRun"": ""180089"", ""modelRunLabel"": ""20221108034849"", ""objType"": ""3d"", ""pointN"": 0, ""points"": [], ""resultStatus"": """", ""resultType"": """", ""rotation3D"": {""x"": 0, ""y"": 0, ""z"": -2.3006293773651123}, ""size3D"": {""x"": 4.318783809293549, ""y"": 1.6488281603264312, ""z"": 0.976706862449646}, ""trackId"": ""zCyyPhu0pdXCvRE5"", ""trackName"": ""4"", ""uuid"": ""195900123"", ""viewIndex"": 0}",2022-11-08 03:48:50,90102,,
195900124,90104,120186,,,,540107,,MODEL,180089,Car,VISIBLE,"0.77168214","{""attrs"": {}, ""center3D"": {""x"": -13.68661053503214, ""y"": 9.674598332308479, ""z"": 0.6425259411334991}, ""checked"": false, ""classType"": """", ""confidence"": 0.7716821432113647, ""frontId"": ""195900124"", ""id"": ""F3985162-90F9-4E74-BEF6-AC09C49E9C1F"", ""invisibleFlag"": false, ""isProjection"": false, ""isStandard"": false, ""modelClass"": ""Car"", ""modelRun"": ""180089"", ""modelRunLabel"": ""20221108034849"", ""objType"": ""3d"", ""pointN"": 868, ""points"": [], ""resultStatus"": """", ""resultType"": """", ""rotation3D"": {""x"": 0, ""y"": 0, ""z"": -2.253087043762207}, ""size3D"": {""x"": 3.486473436498841, ""y"": 1.814365038192193, ""z"": 1.4490780234336853}, ""trackId"": ""A953Hjzmvx8VAHGc"", ""trackName"": ""5"", ""uuid"": ""195900124"", ""viewIndex"": 0}",2022-11-08 03:48:50,90102,,
195900125,90104,120186,,,,540107,,MODEL,180089,Car,VISIBLE,"0.76867676","{""attrs"": {}, ""center3D"": {""x"": -13.976445065618542, ""y"": 27.894660858968468, ""z"": 0.5250776410102844}, ""checked"": false, ""classType"": """", ""confidence"": 0.7686767578125, ""frontId"": ""195900125"", ""id"": ""F87AB26A-64CB-44C7-A2FF-773CCF572C1C"", ""invisibleFlag"": false, ""isProjection"": false, ""isStandard"": false, ""modelClass"": ""Car"", ""modelRun"": ""180089"", ""modelRunLabel"": ""20221108034849"", ""objType"": ""3d"", ""pointN"": 0, ""points"": [], ""resultStatus"": """", ""resultType"": """", ""rotation3D"": {""x"": 0, ""y"": 0, ""z"": -0.7948504090309143}, ""size3D"": {""x"": 3.8294345268437837, ""y"": 1.5655604254768036, ""z"": 1.306311011314392}, ""trackId"": ""MwF3Fu2XN36oLJKU"", ""trackName"": ""6"", ""uuid"": ""195900125"", ""viewIndex"": 0}",2022-11-08 03:48:50,90102,,
195900126,90104,120186,,,,540107,,MODEL,180089,Car,VISIBLE,"0.7451134","{""attrs"": {}, ""center3D"": {""x"": 34.846818461504604, ""y"": -11.45825903188192, ""z"": 0.8839931190013885}, ""checked"": false, ""classType"": """", ""confidence"": 0.7451133728027344, ""frontId"": ""195900126"", ""id"": ""AD4572F7-9030-4BA3-9A83-E69934B9B7A0"", ""invisibleFlag"": false, ""isProjection"": false, ""isStandard"": false, ""modelClass"": ""Car"", ""modelRun"": ""180089"", ""modelRunLabel"": ""20221108034849"", ""objType"": ""3d"", ""pointN"": 0, ""points"": [], ""resultStatus"": """", ""resultType"": """", ""rotation3D"": {""x"": 0, ""y"": 0, ""z"": 2.222154378890991}, ""size3D"": {""x"": 3.7989384294941715, ""y"": 1.723266003138633, ""z"": 1.2921660542488098}, ""trackId"": ""_3eiTEOmUIDC_p6S"", ""trackName"": ""7"", ""uuid"": ""195900126"", ""viewIndex"": 0}",2022-11-08 03:48:50,90102,,
195900127,90104,120186,,,,540107,,MODEL,180089,Car,VISIBLE,"0.72332174","{""attrs"": {}, ""center3D"": {""x"": 20.816958814431654, ""y"": 7.302536847617564, ""z"": 0.3652653396129608}, ""checked"": false, ""classType"": """", ""confidence"": 0.7233217358589172, ""frontId"": ""195900127"", ""id"": ""1A11EFB4-FD2B-4FEB-B285-31E6FC0BECF3"", ""invisibleFlag"": false, ""isProjection"": false, ""isStandard"": false, ""modelClass"": ""Car"", ""modelRun"": ""180089"", ""modelRunLabel"": ""20221108034849"", ""objType"": ""3d"", ""pointN"": 0, ""points"": [], ""resultStatus"": """", ""resultType"": """", ""rotation3D"": {""x"": 0, ""y"": 0, ""z"": 2.2845518589019775}, ""size3D"": {""x"": 4.047060544141118, ""y"": 1.6644616715050802, ""z"": 1.4581806659698486}, ""trackId"": ""zvZYxfT09FY31VcU"", ""trackName"": ""8"", ""uuid"": ""195900127"", ""viewIndex"": 0}",2022-11-08 03:48:50,90102,,
195900128,90104,120186,,,,540107,,MODEL,180089,Car,VISIBLE,"0.7122282","{""attrs"": {}, ""center3D"": {""x"": 30.876864400358183, ""y"": -5.298452657993581, ""z"": 0.596890777349472}, ""checked"": false, ""classType"": """", ""confidence"": 0.7122281789779663, ""frontId"": ""195900128"", ""id"": ""A52195C6-4BE7-4E93-9CC8-6D7B6B1404DE"", ""invisibleFlag"": false, ""isProjection"": false, ""isStandard"": false, ""modelClass"": ""Car"", ""modelRun"": ""180089"", ""modelRunLabel"": ""20221108034849"", ""objType"": ""3d"", ""pointN"": 0, ""points"": [], ""resultStatus"": """", ""resultType"": """", ""rotation3D"": {""x"": 0, ""y"": 0, ""z"": 2.167823076248169}, ""size3D"": {""x"": 4.716980739373042, ""y"": 1.8945542675393199, ""z"": 1.319721281528473}, ""trackId"": ""2vyG9uoVORy2Zbsk"", ""trackName"": ""9"", ""uuid"": ""195900128"", ""viewIndex"": 0}",2022-11-08 03:48:50,90102,,
195900129,90104,120186,,,,540107,,MODEL,180089,Car,VISIBLE,"0.7005363","{""attrs"": {}, ""center3D"": {""x"": -21.44964753688372, ""y"": 1.6728708529801244, ""z"": 0.7259700000286102}, ""checked"": false, ""classType"": """", ""confidence"": 0.70053631067276, ""frontId"": ""195900129"", ""id"": ""A90B5870-EB3E-46D8-B940-68951D04C843"", ""invisibleFlag"": false, ""isProjection"": false, ""isStandard"": false, ""modelClass"": ""Car"", ""modelRun"": ""180089"", ""modelRunLabel"": ""20221108034849"", ""objType"": ""3d"", ""pointN"": 0, ""points"": [], ""resultStatus"": """", ""resultType"": """", ""rotation3D"": {""x"": 0, ""y"": 0, ""z"": -2.688119888305664}, ""size3D"": {""x"": 2.745598500715566, ""y"": 1.9639881444816183, ""z"": 1.2752307057380676}, ""trackId"": ""9eQlO8nvUvAcwaoj"", ""trackName"": ""10"", ""uuid"": ""195900129"", ""viewIndex"": 0}",2022-11-08 03:48:50,90102,,
